id,title,year,url,user_score,votes
192351,World Monuments,2016,/boardgame/192351/world-monuments,6.22,833
230265,Chronicles of Frost,2018,/boardgame/230265/chronicles-frost,7.22,268
118385,Pocket Battles: Macedonians vs. Persians,2012,/boardgame/118385/pocket-battles-macedonians-vs-persians,6.79,386
192619,Smiths of Winterforge,2018,/boardgame/192619/smiths-winterforge,6.87,366
257284,Timeline: Classic,2018,/boardgame/257284/timeline-classic,6.80,357
6209,Mag·Blast (Second Edition),2002,/boardgame/6209/magblast-second-edition,6.34,690
23053,Guatemala Café,2006,/boardgame/23053/guatemala-cafe,6.25,777
247785,Chartered: The Golden Age,2019,/boardgame/247785/chartered-golden-age,7.02,365
33924,Nightfighter,2011,/boardgame/33924/nightfighter,7.41,247
176606,"Rattle, Battle, Grab the Loot",2015,/boardgame/176606/rattle-battle-grab-loot,6.13,1098
136356,Dread Curse,2013,/boardgame/136356/dread-curse,6.32,675
161926,Dead Drop,2015,/boardgame/161926/dead-drop,6.36,610
232980,Dream On!,2017,/boardgame/232980/dream,6.80,404
293972,Loot of Lima,2020,/boardgame/293972/loot-lima,6.97,319
240465,CIV: Carta Impera Victoria,2018,/boardgame/240465/civ-carta-impera-victoria,6.19,974
84869,Felinia,2010,/boardgame/84869/felinia,6.46,578
13230,Gobblet Gobblers,2003,/boardgame/13230/gobblet-gobblers,6.29,835
253372,Minerals,2019,/boardgame/253372/minerals,7.22,307
117854,Kosmonauts,2012,/boardgame/117854/kosmonauts,6.66,424
108344,Might & Magic Heroes,2012,/boardgame/108344/might-magic-heroes,6.51,599
160409,Too Many Cinderellas,2014,/boardgame/160409/too-many-cinderellas,6.38,589
172613,Pirates of the 7 Seas,2015,/boardgame/172613/pirates-7-seas,6.55,475
4475,Unexpected Treasures,2002,/boardgame/4475/unexpected-treasures,6.23,771
20734,Corsair Leader,2005,/boardgame/20734/corsair-leader,7.61,248
240744,Fire in the Library,2019,/boardgame/240744/fire-library,6.63,481
182626,Mistborn: House War,2017,/boardgame/182626/mistborn-house-war,6.89,402
168770,Epic PVP: Fantasy,2015,/boardgame/168770/epic-pvp-fantasy,6.40,699
229598,Unlock!: Escape Adventures – Doo-Arann Dungeon,2017,/boardgame/229598/unlock-escape-adventures-doo-arann-dungeon,6.63,421
146228,1714: The Case of the Catalans,2014,/boardgame/146228/1714-case-catalans,6.91,346
166107,Matcha,2015,/boardgame/166107/matcha,6.32,675
9735,Duell,2004,/boardgame/9735/duell,6.32,608
344254,Yummy Yummy Monster Tummy,2021,/boardgame/344254/yummy-yummy-monster-tummy,7.34,239
295770,Frosthaven,2022,/boardgame/295770/frosthaven,6.92,624
7290,Dynasty League Baseball,1985,/boardgame/7290/dynasty-league-baseball,7.71,238
38877,No Retreat!: The Russian Front 1941-1944,2008,/boardgame/38877/no-retreat-russian-front-1941-1944,7.84,193
353304,First Empires,2022,/boardgame/353304/first-empires,7.20,276
19419,Euphrates & Tigris: Contest of Kings,2005,/boardgame/19419/euphrates-tigris-contest-kings,6.08,1241
158991,Hannin Wa Odoru,2013,/boardgame/158991/hannin-wa-odoru,6.46,570
872,M,2000,/boardgame/872/m,6.34,619
42997,Blitz! A World in Conflict,2015,/boardgame/42997/blitz-world-conflict,7.70,236
192401,Dungeon Time,2017,/boardgame/192401/dungeon-time,6.57,507
236709,The Tea Dragon Society Card Game,2018,/boardgame/236709/tea-dragon-society-card-game,6.34,826
115288,Penny Arcade: The Game – Rumble in R'lyeh,2012,/boardgame/115288/penny-arcade-game-rumble-rlyeh,6.93,362
326624,Warhammer Underworlds: Direchasm,2020,/boardgame/326624/warhammer-underworlds-direchasm,8.01,183
182074,Antarctica,2015,/boardgame/182074/antarctica,6.31,644
3495,Harry Potter Trading Card Game,2001,/boardgame/3495/harry-potter-trading-card-game,6.18,1066
252985,"Legendary: A Marvel Deck Building Game – Marvel Studios, Phase 1",2018,/boardgame/252985/legendary-marvel-deck-building-game-marvel-studios,7.10,315
93541,Urbania,2012,/boardgame/93541/urbania,6.46,534
2536,Vabanque,2001,/boardgame/2536/vabanque,6.38,615
235342,Stalingrad: Inferno on the Volga,2018,/boardgame/235342/stalingrad-inferno-volga,7.55,243
218948,Apocalypse Road,2020,/boardgame/218948/apocalypse-road,7.38,228
67917,Colonialism,2013,/boardgame/67917/colonialism,6.76,361
302926,Silver Coin,2020,/boardgame/302926/silver-coin,7.59,214
279,The Very Clever Pipe Game,1996,/boardgame/279/very-clever-pipe-game,6.22,823
197333,Deadzone (Second Edition),2016,/boardgame/197333/deadzone-second-edition,8.19,193
639,American Megafauna,1997,/boardgame/639/american-megafauna,6.83,349
1894,War Galley,1999,/boardgame/1894/war-galley,7.09,299
301030,The Ming Voyages,2020,/boardgame/301030/ming-voyages,7.08,298
267568,HexRoller,2019,/boardgame/267568/hexroller,6.28,734
147021,Hollywood,2013,/boardgame/147021/hollywood,6.43,563
162351,Shadows Over Normandie: Achtung! Cthulhu,2015,/boardgame/162351/shadows-over-normandie-achtung-cthulhu,7.23,337
102144,Perplexus Epic,2010,/boardgame/102144/perplexus-epic,7.24,248
149910,Six Making,2013,/boardgame/149910/six-making,7.63,247
534,N.Y. Chase,1999,/boardgame/534/ny-chase,6.41,617
249582,The Dark Summer: Normandy 1944,2021,/boardgame/249582/dark-summer-normandy-1944,7.93,198
280501,Three-Dragon Ante: Legendary Edition,2019,/boardgame/280501/three-dragon-ante-legendary-edition,7.12,305
132620,Gobbit,2012,/boardgame/132620/gobbit,6.45,614
174402,Tide of Iron: Next Wave,2014,/boardgame/174402/tide-iron-next-wave,8.07,183
182619,M.U.L.E. The Board Game,2015,/boardgame/182619/mule-board-game,6.59,480
275973,Curios,2019,/boardgame/275973/curios,6.54,465
4401,Canal Grande,2002,/boardgame/4401/canal-grande,6.38,568
57,Schoko & Co.,1987,/boardgame/57/schoko-co,6.66,416
301665,DC Deck-Building Game: Dark Nights – Metal,2020,/boardgame/301665/dc-deck-building-game-dark-nights-metal,7.91,216
242343,Siege Storm,2019,/boardgame/242343/siege-storm,6.54,555
110331,Infarkt,2011,/boardgame/110331/infarkt,6.54,517
145654,Invaders,2013,/boardgame/145654/invaders,6.88,358
193265,Port Royal: Unterwegs!,2016,/boardgame/193265/port-royal-unterwegs,6.57,446
128412,Bohn to Be Wild!,2012,/boardgame/128412/bohn-be-wild,6.67,389
2968,Ka-Ching!,2001,/boardgame/2968/ka-ching,6.44,548
67178,Water Lily,2010,/boardgame/67178/water-lily,6.59,436
2281,Pictionary,1985,/boardgame/2281/pictionary,5.83,7475
173018,Grimslingers,2015,/boardgame/173018/grimslingers,6.26,945
28452,Valor & Victory,2007,/boardgame/28452/valor-victory,7.72,236
216865,Sherman Leader,2017,/boardgame/216865/sherman-leader,7.59,260
21779,1914: Twilight in the East,2007,/boardgame/21779/1914-twilight-east,8.01,197
8138,Kogge,2003,/boardgame/8138/kogge,6.74,347
3190,Quixo,1995,/boardgame/3190/quixo,6.20,857
134150,Mini Curling Game,2012,/boardgame/134150/mini-curling-game,6.52,462
332075,Warhammer Quest: Cursed City,2021,/boardgame/332075/warhammer-quest-cursed-city,7.27,330
132817,Xanadú,2012,/boardgame/132817/xanadu,6.49,513
220738,Topito,2017,/boardgame/220738/topito,6.67,459
83629,The Hobbit,2010,/boardgame/83629/hobbit,5.97,1830
200834,Sola Fide: The Reformation,2016,/boardgame/200834/sola-fide-reformation,6.44,526
86177,Genesis: Empires and Kingdoms of the Ancient Middle East,2015,/boardgame/86177/genesis-empires-and-kingdoms-ancient-middle-east,7.18,265
175254,Apocrypha Adventure Card Game: Box One – The World,2017,/boardgame/175254/apocrypha-adventure-card-game-box-one-world,6.73,461
35289,The Dutch Golden Age,2008,/boardgame/35289/dutch-golden-age,6.35,600
137900,Jupiter Rescue,2013,/boardgame/137900/jupiter-rescue,6.65,423
283748,Dragonscales,2019,/boardgame/283748/dragonscales,7.12,283
193651,Bohemian Villages,2016,/boardgame/193651/bohemian-villages,6.26,707
280811,なつめも (Natsumemo),2019,/boardgame/280811/natsumemo,7.17,266
303006,Harry Potter: House Cup Competition,2020,/boardgame/303006/harry-potter-house-cup-competition,6.87,384
175334,The Undercity: An Iron Kingdoms Adventure Board Game,2015,/boardgame/175334/undercity-iron-kingdoms-adventure-board-game,7.04,344
172969,Pixel Tactics 5,2015,/boardgame/172969/pixel-tactics-5,7.18,273
172507,Mmm!,2015,/boardgame/172507/mmm,6.43,554
2259,Afrika Korps,1964,/boardgame/2259/afrika-korps,6.25,1002
7086,Guilford,2002,/boardgame/7086/guilford,7.06,274
539,Dampfross,1979,/boardgame/539/dampfross,6.22,818
85108,U-Boat Leader,2011,/boardgame/85108/u-boat-leader,7.01,351
288385,Masters of the Night,2021,/boardgame/288385/masters-night,7.10,312
4974,"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",1976,/boardgame/4974/wellingtons-victory-battle-waterloo-game-june-18th,7.12,305
142262,Draco Magi,2014,/boardgame/142262/draco-magi,6.31,759
229006,SpyNet,2017,/boardgame/229006/spynet,6.79,373
28284,Lock 'n Load: Heroes of the Blitzkrieg,2009,/boardgame/28284/lock-n-load-heroes-blitzkrieg,7.93,197
1942,Foppen,1995,/boardgame/1942/foppen,6.59,421
282006,50 Clues: The Pendulum of the Dead,2019,/boardgame/282006/50-clues-pendulum-dead,6.54,479
1448,Freight Train,1993,/boardgame/1448/freight-train,6.41,528
1927,Munchkin,2001,/boardgame/1927/munchkin,5.89,45294
141653,Disc Duelers,2013,/boardgame/141653/disc-duelers,6.67,385
220203,Purrrlock Holmes: Furriarty's Trail,2017,/boardgame/220203/purrrlock-holmes-furriartys-trail,6.54,487
256317,Guild Master,2020,/boardgame/256317/guild-master,7.44,253
68260,FAB: Sicily,2011,/boardgame/68260/fab-sicily,7.22,264
316090,Vivid Memories,2022,/boardgame/316090/vivid-memories,6.80,383
35423,Founding Fathers,2007,/boardgame/35423/founding-fathers,7.92,182
1799,Warlord: Saga of the Storm,2001,/boardgame/1799/warlord-saga-storm,6.83,403
66982,Boomerang,2010,/boardgame/66982/boomerang,6.42,547
137651,What's He Building in There?,2013,/boardgame/137651/whats-he-building-there,6.60,437
10496,Camelot Legends,2004,/boardgame/10496/camelot-legends,6.10,1209
23919,China Rails,2007,/boardgame/23919/china-rails,7.07,291
244994,Würfelland,2018,/boardgame/244994/wurfelland,6.49,493
269537,Mystery House: Adventures in a Box,2019,/boardgame/269537/mystery-house-adventures-box,6.31,668
21358,Savage Worlds,2003,/boardgame/21358/savage-worlds,8.03,174
5369,Hordes of the Things,1991,/boardgame/5369/hordes-things,7.31,261
191543,Micro Robots,2016,/boardgame/191543/micro-robots,6.31,658
3119,Haste Worte?,1997,/boardgame/3119/haste-worte,6.80,361
260147,Europe Divided,2020,/boardgame/260147/europe-divided,7.04,293
38391,Kakerlakensuppe,2008,/boardgame/38391/kakerlakensuppe,6.18,858
5511,Southern Front: Race for the Turkish Straits,1984,/boardgame/5511/southern-front-race-turkish-straits,7.42,242
11081,Familienbande,2004,/boardgame/11081/familienbande,6.33,608
214491,Paku Paku,2017,/boardgame/214491/paku-paku,6.38,581
28907,B-29 Superfortress,2008,/boardgame/28907/b-29-superfortress,7.01,340
1783,The Creature That Ate Sheboygan,1979,/boardgame/1783/creature-ate-sheboygan,6.45,545
42444,Batt'l Kha'os,2009,/boardgame/42444/battl-khaos,6.26,705
10641,"Barbarossa: Army Group South, 1941",1996,/boardgame/10641/barbarossa-army-group-south-1941,7.98,181
4753,King's Gate,2002,/boardgame/4753/kings-gate,6.17,825
281260,Veilwraith: A Veil Odyssey Game,2021,/boardgame/281260/veilwraith-veil-odyssey-game,7.87,207
213670,Munchkin X-Men,2017,/boardgame/213670/munchkin-x-men,7.03,351
147194,Linkee!,2012,/boardgame/147194/linkee,6.35,649
252402,Kodama Duo,2018,/boardgame/252402/kodama-duo,6.85,352
259069,Punto,2018,/boardgame/259069/punto,6.59,474
165292,"The Dark Sands: War in North Africa, 1940-42",2018,/boardgame/165292/dark-sands-war-north-africa-1940-42,7.55,232
173649,King Chocolate,2015,/boardgame/173649/king-chocolate,6.58,412
114991,The Metagame,2011,/boardgame/114991/metagame,6.63,542
234776,Tricky Tides,2019,/boardgame/234776/tricky-tides,6.98,308
85424,La Bataille de la Moscowa (Third Edition),2011,/boardgame/85424/la-bataille-de-la-moscowa-third-edition,8.53,161
4493,Kayanak,1999,/boardgame/4493/kayanak,6.44,532
864,Mage Knight,2000,/boardgame/864/mage-knight,6.17,960
191387,Star Trek: The Dice Game,2016,/boardgame/191387/star-trek-dice-game,7.65,244
207568,Baptism By Fire: The Battle of Kasserine,2017,/boardgame/207568/baptism-fire-battle-kasserine,8.14,185
165748,Psycho Raiders,2014,/boardgame/165748/psycho-raiders,8.02,172
158544,The Institute for Magical Arts,2015,/boardgame/158544/institute-magical-arts,6.81,333
322010,Enchanted Plumes,2021,/boardgame/322010/enchanted-plumes,7.53,206
59429,Dark Darker Darkest,2013,/boardgame/59429/dark-darker-darkest,6.24,969
191071,Mino Dice,2016,/boardgame/191071/mino-dice,6.67,405
203759,The Walking Dead: No Sanctuary,2018,/boardgame/203759/walking-dead-no-sanctuary,6.80,387
288775,Fairy Trails,2020,/boardgame/288775/fairy-trails,6.53,503
121423,Skyline,2012,/boardgame/121423/skyline,5.98,1432
1315,Africa,2001,/boardgame/1315/africa,5.99,1312
2800,The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865,1979,/boardgame/2800/ironclads-tactical-level-game-naval-combat-america,7.33,267
135796,Next War: Taiwan,2014,/boardgame/135796/next-war-taiwan,7.96,188
13286,Gloria Mundi,2006,/boardgame/13286/gloria-mundi,6.07,1103
460,Railway Rivals,1979,/boardgame/460/railway-rivals,6.69,394
221366,Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,2017,/boardgame/221366/epic-spell-wars-battle-wizards-melee-murdershroom,6.55,545
21930,Crazy Kick,2006,/boardgame/21930/crazy-kick,6.32,613
119881,Medioevo Universale,2018,/boardgame/119881/medioevo-universale,7.70,303
68603,Popular Front,2010,/boardgame/68603/popular-front,7.08,281
149097,Spurs: A Tale in the Old West,2014,/boardgame/149097/spurs-tale-old-west,6.91,322
94483,Hoot Owl Hoot!,2010,/boardgame/94483/hoot-owl-hoot,6.39,628
307862,Dollars to Donuts,2021,/boardgame/307862/dollars-donuts,7.16,282
218933,Warhammer Quest: Shadows Over Hammerhal,2017,/boardgame/218933/warhammer-quest-shadows-over-hammerhal,7.80,233
226445,The Big Score,2018,/boardgame/226445/big-score,7.04,288
150005,Lock 'n Load Tactical: Heroes of Normandy,2015,/boardgame/150005/lock-n-load-tactical-heroes-normandy,8.29,161
235454,Ligny 1815: Last Eagles,2017,/boardgame/235454/ligny-1815-last-eagles,8.26,170
91671,Da ist der Wurm drin,2011,/boardgame/91671/da-ist-der-wurm-drin,6.41,543
296063,Mortum: Medieval Detective,2021,/boardgame/296063/mortum-medieval-detective,7.91,233
221368,DC Deck-Building Game: Confrontations,2017,/boardgame/221368/dc-deck-building-game-confrontations,7.52,225
341753,Tholos,2021,/boardgame/341753/tholos,7.91,180
2154,Thunderbolt/Apache Leader,1991,/boardgame/2154/thunderboltapache-leader,7.20,258
3095,Star Trek: The Adventure Game,1985,/boardgame/3095/star-trek-adventure-game,6.93,315
160432,Ars Alchimia,2014,/boardgame/160432/ars-alchimia,6.71,368
711,Elfenroads,1992,/boardgame/711/elfenroads,7.05,300
36325,Down in Flames: Aces High,2008,/boardgame/36325/down-flames-aces-high,7.05,300
285972,HEXplore It: The Sands of Shurax,2020,/boardgame/285972/hexplore-it-sands-shurax,7.98,201
194061,Cult: Choose Your God Wisely,2018,/boardgame/194061/cult-choose-your-god-wisely,7.24,289
177499,WWE Superstar Showdown,2015,/boardgame/177499/wwe-superstar-showdown,6.51,513
130295,Spellbound,2012,/boardgame/130295/spellbound,6.80,331
271262,Advanced Squad Leader: Starter Kit #4 – Pacific Theater of Operations,2019,/boardgame/271262/advanced-squad-leader-starter-kit-4-pacific-theate,8.69,144
126912,Lady Alice,2012,/boardgame/126912/lady-alice,6.31,608
207338,Dungeon Rush,2016,/boardgame/207338/dungeon-rush,6.32,642
272538,1828,2018,/boardgame/272538/1828,8.16,145
166776,Skull Tales,2015,/boardgame/166776/skull-tales,7.77,253
194723,Mask of Anubis,2016,/boardgame/194723/mask-anubis,6.83,332
340288,Kids Chronicles: Quest for the Moon Stones,2021,/boardgame/340288/kids-chronicles-quest-moon-stones,7.53,224
240014,Evil High Priest,2018,/boardgame/240014/evil-high-priest,7.13,284
10206,Make 'n' Break,2004,/boardgame/10206/make-n-break,6.04,1163
163097,Beyond the Rhine: The Campaign for Northwest Europe,2015,/boardgame/163097/beyond-rhine-campaign-northwest-europe,8.46,170
109548,Hemloch,2011,/boardgame/109548/hemloch,6.80,333
126613,"Warhammer 40,000 (Sixth Edition)",2012,/boardgame/126613/warhammer-40000-sixth-edition,6.67,387
261525,Untamed: Feral Factions,2019,/boardgame/261525/untamed-feral-factions,7.53,275
213497,"Red Storm: The Air War Over Central Germany, 1987",2019,/boardgame/213497/red-storm-air-war-over-central-germany-1987,8.43,162
233976,Pie Town,2017,/boardgame/233976/pie-town,6.37,558
189294,Yeti,2016,/boardgame/189294/yeti,6.31,638
259537,Saint Seiya: Deckbuilding,2018,/boardgame/259537/saint-seiya-deckbuilding,7.14,349
126,The Really Nasty Horse Racing Game,1989,/boardgame/126/really-nasty-horse-racing-game,6.26,832
3534,Star Trader,1982,/boardgame/3534/star-trader,7.25,289
122913,Samurai Battles,2012,/boardgame/122913/samurai-battles,7.34,251
95613,Mammut,2011,/boardgame/95613/mammut,6.24,675
158534,Bring Out Yer Dead,2015,/boardgame/158534/bring-out-yer-dead,6.34,658
150013,No Retreat! Italian Front: 1943-45,2015,/boardgame/150013/no-retreat-italian-front-1943-45,7.49,223
307170,El Valle Secreto,2021,/boardgame/307170/el-valle-secreto,7.80,217
941,Turbo Taxi,2000,/boardgame/941/turbo-taxi,6.06,1105
16000,1825 Unit 2,2000,/boardgame/16000/1825-unit-2,7.46,202
165477,Orcs Orcs Orcs,2014,/boardgame/165477/orcs-orcs-orcs,6.35,597
64897,Formule Dé,1991,/boardgame/64897/formule-de,7.25,254
222821,Powerships,2018,/boardgame/222821/powerships,6.92,292
16320,Bonnie and Clyde,2009,/boardgame/16320/bonnie-and-clyde,6.26,646
37296,Yahtzee Free for All,2008,/boardgame/37296/yahtzee-free-all,6.27,660
146,Buy Low Sell High,1996,/boardgame/146/buy-low-sell-high,6.13,881
313841,Lunar Base,2021,/boardgame/313841/lunar-base,7.29,268
13071,Age of Gods,2004,/boardgame/13071/age-gods,6.32,725
209664,Skyward,2017,/boardgame/209664/skyward,6.59,459
66781,Space Infantry,2011,/boardgame/66781/space-infantry,6.92,324
164874,Airborne Commander,2015,/boardgame/164874/airborne-commander,6.91,309
249750,"Brazen Chariots: Battles for Tobruk, 1941",2019,/boardgame/249750/brazen-chariots-battles-tobruk-1941,8.50,148
79067,Hex Hex XL,2010,/boardgame/79067/hex-hex-xl,6.73,367
232318,Kami-sama,2018,/boardgame/232318/kami-sama,6.81,373
5452,"DAK: The Campaign in North Africa, 1940-1942",1997,/boardgame/5452/dak-campaign-north-africa-1940-1942,8.05,188
209511,Atlanta Is Ours,2018,/boardgame/209511/atlanta-ours,8.66,136
290618,Wishland,2021,/boardgame/290618/wishland,7.37,252
284291,Bloom Town,2019,/boardgame/284291/bloom-town,6.47,515
266564,Dawn of Mankind,2019,/boardgame/266564/dawn-mankind,6.83,327
291874,Dwergar,2020,/boardgame/291874/dwergar,7.33,255
203405,Brutal Kingdom,2016,/boardgame/203405/brutal-kingdom,6.56,459
255902,Napoleon 1807,2020,/boardgame/255902/napoleon-1807,7.91,189
950,Four Dragons,2000,/boardgame/950/four-dragons,6.57,425
11274,Devil's Horsemen,2004,/boardgame/11274/devils-horsemen,7.35,234
206859,Iberian Rails,2017,/boardgame/206859/iberian-rails,6.97,321
313718,Hibachi,2021,/boardgame/313718/hibachi,7.21,260
217466,Mafiozoo,2017,/boardgame/217466/mafiozoo,6.82,358
24416,Santy Anno,2006,/boardgame/24416/santy-anno,6.33,574
9606,Cluzzle,2004,/boardgame/9606/cluzzle,6.28,630
3321,Die Pyramiden des Jaguar,2002,/boardgame/3321/die-pyramiden-des-jaguar,6.07,911
5071,Sjoelen,1870,/boardgame/5071/sjoelen,6.81,345
4356,Monkeys on the Moon,2002,/boardgame/4356/monkeys-moon,6.19,756
230361,Mars Open: Tabletop Golf,2018,/boardgame/230361/mars-open-tabletop-golf,6.86,305
162865,"I, Spy",2015,/boardgame/162865/i-spy,7.19,262
923,Breakaway Rider,1963,/boardgame/923/breakaway-rider,6.19,785
96260,Dominant Species: The Card Game,2012,/boardgame/96260/dominant-species-card-game,5.98,1368
264,Enemy in Sight,1988,/boardgame/264/enemy-sight,6.24,667
3416,Fallschirmjaeger: The Airborne Assault on Fortress Holland,2001,/boardgame/3416/fallschirmjaeger-airborne-assault-fortress-holland,7.78,187
5680,Lee vs. Grant: The Wilderness Campaign of 1864,1988,/boardgame/5680/lee-vs-grant-wilderness-campaign-1864,7.13,278
225214,Legendary Forests,2017,/boardgame/225214/legendary-forests,6.78,361
3083,Submarine,1976,/boardgame/3083/submarine,6.53,530
220628,Stellium,2017,/boardgame/220628/stellium,6.71,405
237179,Weather Machine,2022,/boardgame/237179/weather-machine,7.88,202
248584,Pantone: The Game,2018,/boardgame/248584/pantone-game,6.34,603
1631,Barbarian Prince,1981,/boardgame/1631/barbarian-prince,6.58,521
217020,Truck Off: The Food Truck Frenzy,2017,/boardgame/217020/truck-food-truck-frenzy,6.66,448
182116,Dingo's Dreams,2016,/boardgame/182116/dingos-dreams,6.08,978
28185,The Kaiser's Pirates,2007,/boardgame/28185/kaisers-pirates,6.46,543
3040,Star Trek: Starship Tactical Combat Simulator,1983,/boardgame/3040/star-trek-starship-tactical-combat-simulator,6.72,433
7103,Ace of Aces: Flying Machines,1983,/boardgame/7103/ace-aces-flying-machines,7.02,292
317432,Exit: The Game – The Cursed Labyrinth,2021,/boardgame/317432/exit-game-cursed-labyrinth,6.81,311
198087,Arquebus: Men of Iron Volume IV – The Battles for Northern Italy 1495-1544,2017,/boardgame/198087/arquebus-men-iron-volume-iv-battles-northern-italy,7.59,208
88406,Astra Titanus,2010,/boardgame/88406/astra-titanus,7.18,250
12897,La Bataille de Ligny,1991,/boardgame/12897/la-bataille-de-ligny,7.86,203
9021,Sunken City,2004,/boardgame/9021/sunken-city,6.15,861
22161,WestFront II: The War in Europe 1943-45 – Second Edition,2006,/boardgame/22161/westfront-ii-war-europe-1943-45-second-edition,7.83,180
1549,Password,1962,/boardgame/1549/password,6.13,953
231618,Deck Box Dungeons,2018,/boardgame/231618/deck-box-dungeons,7.04,401
16804,Eastern Front: A Panzer Grenadier Game,2005,/boardgame/16804/eastern-front-panzer-grenadier-game,7.04,294
265489,Gettysburg,2018,/boardgame/265489/gettysburg,7.25,250
322,Tonga Bonga,1998,/boardgame/322/tonga-bonga,6.43,492
218126,Whozit?,2017,/boardgame/218126/whozit,6.79,335
158816,Longstreet Attacks: The Second Day at Gettysburg,2018,/boardgame/158816/longstreet-attacks-second-day-gettysburg,8.53,148
37672,"Warhammer 40,000: Assault On Black Reach",2008,/boardgame/37672/warhammer-40000-assault-black-reach,6.99,297
190333,Fire of Eidolon,2017,/boardgame/190333/fire-eidolon,7.18,287
23010,Risk: 40th Anniversary Collector's Edition,1999,/boardgame/23010/risk-40th-anniversary-collectors-edition,6.37,680
54643,Skyline 3000,2009,/boardgame/54643/skyline-3000,6.32,598
937,1825 Unit 1,1995,/boardgame/937/1825-unit-1,6.85,296
28739,Garibaldi: The Escape,2007,/boardgame/28739/garibaldi-escape,6.56,431
163027,Loop Inc.,2015,/boardgame/163027/loop-inc,6.37,520
72132,Dragon Rampage,2012,/boardgame/72132/dragon-rampage,6.40,526
9139,Marco Polo Expedition,2004,/boardgame/9139/marco-polo-expedition,6.16,815
10226,"Thunder at the Crossroads: The Battle of Gettysburg, July 1-3, 1863  (Second Edition)",1993,/boardgame/10226/thunder-crossroads-battle-gettysburg-july-1-3-1863,7.84,189
69851,Aliens: This Time It's War,2010,/boardgame/69851/aliens-time-its-war,7.52,205
10989,ConHex,2002,/boardgame/10989/conhex,6.84,331
352764,Disney Villainous: Bigger and Badder,2022,/boardgame/352764/disney-villainous-bigger-and-badder,7.67,203
21947,RAN,2007,/boardgame/21947/ran,7.38,221
1536,Lord of the Fries,1998,/boardgame/1536/lord-fries,5.96,1664
276856,Ruination,2021,/boardgame/276856/ruination,7.48,229
59149,Bunny Bunny Moose Moose,2009,/boardgame/59149/bunny-bunny-moose-moose,6.06,1012
204599,Around the World in 80 Days,2016,/boardgame/204599/around-world-80-days,6.37,563
393,Dinosaurs of the Lost World,1987,/boardgame/393/dinosaurs-lost-world,6.64,414
11865,Koi-Koi,/A,/boardgame/11865/koi-koi,6.51,495
327077,Cartaventura: Vinland,2021,/boardgame/327077/cartaventura-vinland,6.60,439
230765,Side Effects,2017,/boardgame/230765/side-effects,6.94,362
299171,The Key: Theft at Cliffrock Villa,2020,/boardgame/299171/key-theft-cliffrock-villa,7.20,239
123045,Uncharted: The Board Game,2012,/boardgame/123045/uncharted-board-game,6.41,549
180205,Trans-Siberian Railroad,2015,/boardgame/180205/trans-siberian-railroad,7.27,219
286081,Herrlof,2020,/boardgame/286081/herrlof,6.75,353
144526,Glastonbury,2013,/boardgame/144526/glastonbury,6.52,435
8719,The Next War: Modern Conflict in Europe,1978,/boardgame/8719/next-war-modern-conflict-europe,7.50,221
69278,Nuklear Winter '68,2012,/boardgame/69278/nuklear-winter-68,7.41,220
205164,Old School Tactical: Volume 2 – West Front 1944/45,2017,/boardgame/205164/old-school-tactical-volume-2-west-front-194445,8.52,168
72478,Trollhalla,2011,/boardgame/72478/trollhalla,6.60,415
220700,Cobra Paw,2017,/boardgame/220700/cobra-paw,6.25,782
26946,Ladybohn: Manche mögen's heiss!,2007,/boardgame/26946/ladybohn-manche-mogens-heiss,7.01,273
82,Bobby Lee: The Civil War in Virginia 1861-1865,1993,/boardgame/82/bobby-lee-civil-war-virginia-1861-1865,6.73,358
83197,Zen Master,2010,/boardgame/83197/zen-master,6.35,540
321641,Merchants of Magick: A Set a Watch Tale,2021,/boardgame/321641/merchants-magick-set-watch-tale,7.61,204
216640,The Banishing,2017,/boardgame/216640/banishing,6.95,300
8126,Maya,2003,/boardgame/8126/maya,6.29,602
177096,Freedom!,2020,/boardgame/177096/freedom,7.82,195
38553,Duck Dealer,2008,/boardgame/38553/duck-dealer,6.33,544
220784,The Legend of the Cherry Tree that Blossoms Every Ten Years,2018,/boardgame/220784/legend-cherry-tree-blossoms-every-ten-years,6.41,562
170225,DRCongo,2015,/boardgame/170225/drcongo,6.97,270
23981,Genesis,2006,/boardgame/23981/genesis,6.43,483
145186,Pick-a-Polar Bear,2013,/boardgame/145186/pick-polar-bear,6.40,514
4453,Statis Pro Basketball,1972,/boardgame/4453/statis-pro-basketball,7.04,297
103184,The Gnomes of Zavandor,2011,/boardgame/103184/gnomes-zavandor,6.49,448
1421,Lost Worlds,1983,/boardgame/1421/lost-worlds,6.53,436
313073,Salerno '43,2022,/boardgame/313073/salerno-43,8.35,151
172896,Don't Turn Your Back,2015,/boardgame/172896/dont-turn-your-back,6.94,301
12830,Cellar des Triplettes 醉佳拍檔,2004,/boardgame/12830/cellar-des-triplettes,6.19,701
178007,Apocalypse Chaos,2015,/boardgame/178007/apocalypse-chaos,6.52,449
340834,Gravwell: 2nd Edition,2021,/boardgame/340834/gravwell-2nd-edition,7.24,229
270,Svea Rike,1996,/boardgame/270/svea-rike,6.38,596
